"","CountyFIPS","County","Year","annual_COPD_deaths_per100000"
"1578",37151,"Randolph",2002,"52.4"
"1579",37151,"Randolph",2003,"71.2"
"1580",37151,"Randolph",2004,"79.0"
"1581",37151,"Randolph",2005,"89.7"
"1582",37151,"Randolph",2006,"75.6"
"1583",37151,"Randolph",2007,"93.0"
"1584",37151,"Randolph",2008,"99.5"
"1585",37151,"Randolph",2009,"102.6"
"1586",37151,"Randolph",2010,"77.7"
"1587",37151,"Randolph",2011,"98.6"
"1588",37151,"Randolph",2012,"96.2"
"1589",37151,"Randolph",2013,"98.4"
"1590",37151,"Randolph",2014,"96.4"
"1591",37151,"Randolph",2015,"110.2"
"1592",37151,"Randolph",2016,"76.6"
"1593",37151,"Randolph",2017,"87.3"
"1594",37151,"Randolph",2018,"111.2"
"1595",37151,"Randolph",2019,"90.1"
"1596",37151,"Randolph",2020,"71.8"
"1597",37153,"Richmond",2000,"88.5"
"1598",37153,"Richmond",2001,"65.6"
"1599",37153,"Richmond",2002,"92.6"
"1600",37153,"Richmond",2003,"58.6"
"1601",37153,"Richmond",2004,"80.3"
"1602",37153,"Richmond",2005,"64.2"
"1603",37153,"Richmond",2006,"81.4"
"1604",37153,"Richmond",2007,"70.4"
"1605",37153,"Richmond",2008,"101.9"
"1606",37153,"Richmond",2009,"84.5"
"1607",37153,"Richmond",2010,"106.3"
"1608",37153,"Richmond",2011,"75.2"
"1609",37153,"Richmond",2012,"120.0"
"1610",37153,"Richmond",2013,"101.6"
"1611",37153,"Richmond",2014,"92.9"
"1612",37153,"Richmond",2015,"106.4"
"1613",37153,"Richmond",2016,"96.4"
"1614",37153,"Richmond",2017,"126.2"
"1615",37153,"Richmond",2018,"99.0"
"1616",37153,"Richmond",2019,"86.8"
"1617",37153,"Richmond",2020,"93.9"
"1618",37155,"Robeson",2000,"85.8"
"1619",37155,"Robeson",2001,"92.6"
"1620",37155,"Robeson",2002,"74.9"
"1621",37155,"Robeson",2003,"71.8"
"1622",37155,"Robeson",2004,"65.6"
"1623",37155,"Robeson",2005,"42.9"
"1624",37155,"Robeson",2006,"59.1"
"1625",37155,"Robeson",2007,"67.5"
"1626",37155,"Robeson",2008,"53.3"
"1627",37155,"Robeson",2009,"80.5"
"1628",37155,"Robeson",2010,"47.1"
"1629",37155,"Robeson",2011,"56.2"
"1630",37155,"Robeson",2012,"53.3"
"1631",37155,"Robeson",2013,"79.5"
"1632",37155,"Robeson",2014,"67.2"
"1633",37155,"Robeson",2015,"68.4"
"1634",37155,"Robeson",2016,"71.5"
"1635",37155,"Robeson",2017,"56.5"
"1636",37155,"Robeson",2018,"75.1"
"1637",37155,"Robeson",2019,"61.6"
"1638",37155,"Robeson",2020,"63.0"
"1639",37157,"Rockingham",2000,"115.9"
"1640",37157,"Rockingham",2001,"70.2"
"1641",37157,"Rockingham",2002,"86.7"
"1642",37157,"Rockingham",2003,"91.9"
"1643",37157,"Rockingham",2004,"81.3"
"1644",37157,"Rockingham",2005,"83.8"
"1645",37157,"Rockingham",2006,"102.6"
"1646",37157,"Rockingham",2007,"101.0"
"1647",37157,"Rockingham",2008,"111.2"
"1648",37157,"Rockingham",2009,"116.8"
"1649",37157,"Rockingham",2010,"102.8"
"1650",37157,"Rockingham",2011,"80.0"
"1651",37157,"Rockingham",2012,"88.0"
"1652",37157,"Rockingham",2013,"96.6"
"1653",37157,"Rockingham",2014,"93.3"
"1654",37157,"Rockingham",2015,"109.8"
"1655",37157,"Rockingham",2016,"93.1"
"1656",37157,"Rockingham",2017,"101.3"
"1657",37157,"Rockingham",2018,"82.0"
"1658",37157,"Rockingham",2019,"88.1"
"1659",37157,"Rockingham",2020,"93.7"
"1660",37159,"Rowan",2000,"65.0"
"1661",37159,"Rowan",2001,"77.5"
"1662",37159,"Rowan",2002,"58.3"
"1663",37159,"Rowan",2003,"70.7"
"1664",37159,"Rowan",2004,"66.6"
"1665",37159,"Rowan",2005,"62.5"
"1666",37159,"Rowan",2006,"75.8"
"1667",37159,"Rowan",2007,"97.7"
"1668",37159,"Rowan",2008,"95.2"
"1669",37159,"Rowan",2009,"87.8"
"1670",37159,"Rowan",2010,"85.7"
"1671",37159,"Rowan",2011,"89.5"
"1672",37159,"Rowan",2012,"83.4"
"1673",37159,"Rowan",2013,"106.8"
"1674",37159,"Rowan",2014,"84.9"
"1675",37159,"Rowan",2015,"105.7"
"1676",37159,"Rowan",2016,"92.1"
"1677",37159,"Rowan",2017,"106.7"
"1678",37159,"Rowan",2018,"87.1"
"1679",37159,"Rowan",2019,"73.9"
"1680",37159,"Rowan",2020,"72.5"
"1681",37161,"Rutherford",2000,"54.8"
"1682",37161,"Rutherford",2001,"64.7"
"1683",37161,"Rutherford",2002,"93.1"
"1684",37161,"Rutherford",2003,"81.1"
"1685",37161,"Rutherford",2004,"66.9"
"1686",37161,"Rutherford",2005,"61.9"
"1687",37161,"Rutherford",2006,"108.1"
"1688",37161,"Rutherford",2007,"86.0"
"1689",37161,"Rutherford",2008,"89.2"
"1690",37161,"Rutherford",2009,"67.0"
"1691",37161,"Rutherford",2010,"83.7"
"1692",37161,"Rutherford",2011,"106.3"
"1693",37161,"Rutherford",2012,"99.5"
"1694",37161,"Rutherford",2013,"91.0"
"1695",37161,"Rutherford",2014,"101.3"
"1696",37161,"Rutherford",2015,"114.0"
"1697",37161,"Rutherford",2016,"117.3"
"1698",37161,"Rutherford",2017,"97.3"
"1699",37161,"Rutherford",2018,"91.0"
"1700",37161,"Rutherford",2019,"124.9"
"1701",37161,"Rutherford",2020,"118.6"
"1702",37163,"Sampson",2000,"80.6"
"1703",37163,"Sampson",2001,"80.6"
"1704",37163,"Sampson",2002,"72.3"
"1705",37163,"Sampson",2003,"57.5"
"1706",37163,"Sampson",2004,"52.9"
"1707",37163,"Sampson",2005,"59.5"
"1708",37163,"Sampson",2006,"71.8"
"1709",37163,"Sampson",2007,"72.9"
"1710",37163,"Sampson",2008,"72.8"
"1711",37163,"Sampson",2009,"55.1"
"1712",37163,"Sampson",2010,"79.0"
"1713",37163,"Sampson",2011,"60.4"
"1714",37163,"Sampson",2012,"62.9"
"1715",37163,"Sampson",2013,"57.0"
"1716",37163,"Sampson",2014,"86.1"
"1717",37163,"Sampson",2015,"78.1"
"1718",37163,"Sampson",2016,"60.1"
"1719",37163,"Sampson",2017,"74.8"
"1720",37163,"Sampson",2018,"68.1"
"1721",37163,"Sampson",2019,"70.4"
"1722",37163,"Sampson",2020,"65.8"
"1723",37165,"Scotland",2000,"63.4"
"1724",37165,"Scotland",2001,"54.9"
"1725",37165,"Scotland",2002,"66.2"
"1726",37165,"Scotland",2003,"55.2"
"1727",37165,"Scotland",2004,"Suppressed"
"1728",37165,"Scotland",2005,"55.9"
"1729",37165,"Scotland",2006,"77.6"
"1730",37165,"Scotland",2007,"42.3"
"1731",37165,"Scotland",2008,"79.2"
"1732",37165,"Scotland",2009,"61.8"
"1733",37165,"Scotland",2010,"78.3"
"1734",37165,"Scotland",2011,"67.2"
"1735",37165,"Scotland",2012,"80.1"
"1736",37165,"Scotland",2013,"101.6"
"1737",37165,"Scotland",2014,"58.0"
"1738",37165,"Scotland",2015,"54.3"
"1739",37165,"Scotland",2016,"64.4"
"1740",37165,"Scotland",2017,"72.4"
"1741",37165,"Scotland",2018,"58.5"
"1742",37165,"Scotland",2019,"61.4"
"1743",37165,"Scotland",2020,"106.2"
"1744",37167,"Stanly",2000,"65.5"
"1745",37167,"Stanly",2001,"59.3"
"1746",37167,"Stanly",2002,"46.0"
"1747",37167,"Stanly",2003,"54.1"
"1748",37167,"Stanly",2004,"34.8"
"1749",37167,"Stanly",2005,"76.6"
"1750",37167,"Stanly",2006,"53.6"
"1751",37167,"Stanly",2007,"38.2"
"1752",37167,"Stanly",2008,"79.3"
"1753",37167,"Stanly",2009,"71.3"
"1754",37167,"Stanly",2010,"69.7"
"1755",37167,"Stanly",2011,"73.6"
"1756",37167,"Stanly",2012,"67.5"
"1757",37167,"Stanly",2013,"78.0"
"1758",37167,"Stanly",2014,"74.9"
"1759",37167,"Stanly",2015,"69.4"
"1760",37167,"Stanly",2016,"69.4"
"1761",37167,"Stanly",2017,"75.8"
"1762",37167,"Stanly",2018,"58.0"
"1763",37167,"Stanly",2019,"87.7"
"1764",37167,"Stanly",2020,"71.4"
"1765",37169,"Stokes",2000,"63.9"
"1766",37169,"Stokes",2001,"90.2"
"1767",37169,"Stokes",2002,"70.5"
"1768",37169,"Stokes",2003,"92.8"
"1769",37169,"Stokes",2004,"79.1"
"1770",37169,"Stokes",2005,"111.6"
"1771",37169,"Stokes",2006,"76.7"
"1772",37169,"Stokes",2007,"103.2"
"1773",37169,"Stokes",2008,"93.1"
"1774",37169,"Stokes",2009,"90.1"
"1775",37169,"Stokes",2010,"96.7"
"1776",37169,"Stokes",2011,"87.3"
"1777",37169,"Stokes",2012,"85.2"
"1778",37169,"Stokes",2013,"83.5"
"1779",37169,"Stokes",2014,"93.6"
"1780",37169,"Stokes",2015,"83.1"
"1781",37169,"Stokes",2016,"70.1"
"1782",37169,"Stokes",2017,"89.0"
"1783",37169,"Stokes",2018,"84.4"
"1784",37169,"Stokes",2019,"82.4"
"1785",37169,"Stokes",2020,"87.2"
"1786",37171,"Surry",2000,"82.6"
"1787",37171,"Surry",2001,"71.9"
"1788",37171,"Surry",2002,"71.4"
"1789",37171,"Surry",2003,"85.5"
"1790",37171,"Surry",2004,"70.5"
"1791",37171,"Surry",2005,"78.8"
"1792",37171,"Surry",2006,"87.0"
"1793",37171,"Surry",2007,"89.7"
"1794",37171,"Surry",2008,"101.4"
"1795",37171,"Surry",2009,"89.3"
"1796",37171,"Surry",2010,"99.2"
"1797",37171,"Surry",2011,"118.5"
"1798",37171,"Surry",2012,"99.3"
"1799",37171,"Surry",2013,"87.6"
"1800",37171,"Surry",2014,"89.0"
"1801",37171,"Surry",2015,"100.8"
"1802",37171,"Surry",2016,"81.6"
"1803",37171,"Surry",2017,"84.9"
"1804",37171,"Surry",2018,"113.4"
"1805",37171,"Surry",2019,"83.2"
"1806",37171,"Surry",2020,"116.0"
"1807",37173,"Swain",2000,"159.1"
"1808",37173,"Swain",2001,"Suppressed"
"1809",37173,"Swain",2002,"Suppressed"
"1810",37173,"Swain",2003,"Suppressed"
"1811",37173,"Swain",2004,"Suppressed"
"1812",37173,"Swain",2005,"125.4"
"1813",37173,"Swain",2006,"130.5"
"1814",37173,"Swain",2007,"Suppressed"
"1815",37173,"Swain",2008,"Suppressed"
"1816",37173,"Swain",2009,"111.0"
"1817",37173,"Swain",2010,"99.2"
"1818",37173,"Swain",2011,"Suppressed"
"1819",37173,"Swain",2012,"84.4"
"1820",37173,"Swain",2013,"104.7"
"1821",37173,"Swain",2014,"99.7"
"1822",37173,"Swain",2015,"117.0"
"1823",37173,"Swain",2016,"91.2"
"1824",37173,"Swain",2017,"76.9"
"1825",37173,"Swain",2018,"78.9"
"1826",37173,"Swain",2019,"151.3"
"1827",37173,"Swain",2020,"110.7"
"1828",37175,"Transylvania",2000,"53.3"
"1829",37175,"Transylvania",2001,"49.7"
"1830",37175,"Transylvania",2002,"59.0"
"1831",37175,"Transylvania",2003,"75.9"
"1832",37175,"Transylvania",2004,"42.1"
"1833",37175,"Transylvania",2005,"65.9"
"1834",37175,"Transylvania",2006,"45.2"
"1835",37175,"Transylvania",2007,"75.7"
"1836",37175,"Transylvania",2008,"31.6"
"1837",37175,"Transylvania",2009,"41.6"
"1838",37175,"Transylvania",2010,"71.0"
"1839",37175,"Transylvania",2011,"49.8"
"1840",37175,"Transylvania",2012,"47.7"
"1841",37175,"Transylvania",2013,"63.5"
"1842",37175,"Transylvania",2014,"41.9"
"1843",37175,"Transylvania",2015,"57.2"
"1844",37175,"Transylvania",2016,"60.0"
"1845",37175,"Transylvania",2017,"66.1"
"1846",37175,"Transylvania",2018,"43.4"
"1847",37175,"Transylvania",2019,"57.3"
"1848",37175,"Transylvania",2020,"50.1"
"1849",37177,"Tyrrell",2000,"Suppressed"
"1850",37177,"Tyrrell",2001,"Suppressed"
"1851",37177,"Tyrrell",2002,"Suppressed"
"1852",37177,"Tyrrell",2003,"Suppressed"
"1853",37177,"Tyrrell",2004,"Suppressed"
"1854",37177,"Tyrrell",2005,"Suppressed"
"1855",37177,"Tyrrell",2006,"Suppressed"
"1856",37177,"Tyrrell",2007,"Suppressed"
"1857",37177,"Tyrrell",2008,"Suppressed"
"1858",37177,"Tyrrell",2009,"Suppressed"
"1859",37177,"Tyrrell",2010,"Suppressed"
"1860",37177,"Tyrrell",2011,"Suppressed"
"1861",37177,"Tyrrell",2012,"Suppressed"
"1862",37177,"Tyrrell",2013,"Suppressed"
"1863",37177,"Tyrrell",2014,"Suppressed"
"1864",37177,"Tyrrell",2015,"Suppressed"
"1865",37177,"Tyrrell",2016,"Suppressed"
"1866",37177,"Tyrrell",2017,"Suppressed"
"1867",37177,"Tyrrell",2018,"Suppressed"
"1868",37177,"Tyrrell",2019,"Suppressed"
"1869",37177,"Tyrrell",2020,"Suppressed"
"1870",37179,"Union",2000,"69.6"
"1871",37179,"Union",2001,"75.4"
"1872",37179,"Union",2002,"66.8"
"1873",37179,"Union",2003,"60.8"
"1874",37179,"Union",2004,"54.0"
"1875",37179,"Union",2005,"70.8"
"1876",37179,"Union",2006,"65.0"
"1877",37179,"Union",2007,"63.7"
"1878",37179,"Union",2008,"78.9"
"1879",37179,"Union",2009,"67.5"
"1880",37179,"Union",2010,"62.7"
"1881",37179,"Union",2011,"46.6"
"1882",37179,"Union",2012,"57.6"
"1883",37179,"Union",2013,"63.1"
"1884",37179,"Union",2014,"65.1"
"1885",37179,"Union",2015,"67.7"
"1886",37179,"Union",2016,"57.8"
"1887",37179,"Union",2017,"55.0"
"1888",37179,"Union",2018,"58.7"
"1889",37179,"Union",2019,"44.7"
"1890",37179,"Union",2020,"34.7"
"1891",37181,"Vance",2000,"69.7"
"1892",37181,"Vance",2001,"71.2"
"1893",37181,"Vance",2002,"92.4"
"1894",37181,"Vance",2003,"120.5"
"1895",37181,"Vance",2004,"75.7"
"1896",37181,"Vance",2005,"48.4"
"1897",37181,"Vance",2006,"74.6"
"1898",37181,"Vance",2007,"110.9"
"1899",37181,"Vance",2008,"87.0"
"1900",37181,"Vance",2009,"66.9"
"1901",37181,"Vance",2010,"63.7"
"1902",37181,"Vance",2011,"86.0"
"1903",37181,"Vance",2012,"67.9"
"1904",37181,"Vance",2013,"89.5"
"1905",37181,"Vance",2014,"75.9"
"1906",37181,"Vance",2015,"55.2"
"1907",37181,"Vance",2016,"82.4"
"1908",37181,"Vance",2017,"92.6"
"1909",37181,"Vance",2018,"46.5"
"1910",37181,"Vance",2019,"78.2"
"1911",37181,"Vance",2020,"78.1"
"1912",37183,"Wake",2000,"56.4"
"1913",37183,"Wake",2001,"50.4"
"1914",37183,"Wake",2002,"49.6"
"1915",37183,"Wake",2003,"55.0"
"1916",37183,"Wake",2004,"51.5"
"1917",37183,"Wake",2005,"50.4"
"1918",37183,"Wake",2006,"44.2"
"1919",37183,"Wake",2007,"44.4"
"1920",37183,"Wake",2008,"53.9"
"1921",37183,"Wake",2009,"40.6"
"1922",37183,"Wake",2010,"50.8"
"1923",37183,"Wake",2011,"49.9"
"1924",37183,"Wake",2012,"48.9"
"1925",37183,"Wake",2013,"45.9"
"1926",37183,"Wake",2014,"42.5"
"1927",37183,"Wake",2015,"37.5"
"1928",37183,"Wake",2016,"43.0"
"1929",37183,"Wake",2017,"42.4"
"1930",37183,"Wake",2018,"41.2"
"1931",37183,"Wake",2019,"37.3"
"1932",37183,"Wake",2020,"32.7"
"1933",37185,"Warren",2000,"Suppressed"
"1934",37185,"Warren",2001,"67.5"
"1935",37185,"Warren",2002,"Suppressed"
"1936",37185,"Warren",2003,"Suppressed"
"1937",37185,"Warren",2004,"64.4"
"1938",37185,"Warren",2005,"88.0"
"1939",37185,"Warren",2006,"Suppressed"
"1940",37185,"Warren",2007,"60.3"
"1941",37185,"Warren",2008,"84.3"
"1942",37185,"Warren",2009,"67.6"
"1943",37185,"Warren",2010,"65.7"
"1944",37185,"Warren",2011,"61.8"
"1945",37185,"Warren",2012,"Suppressed"
"1946",37185,"Warren",2013,"47.8"
"1947",37185,"Warren",2014,"78.4"
"1948",37185,"Warren",2015,"50.4"
"1949",37185,"Warren",2016,"90.0"
"1950",37185,"Warren",2017,"74.2"
"1951",37185,"Warren",2018,"65.4"
"1952",37185,"Warren",2019,"79.0"
"1953",37185,"Warren",2020,"Suppressed"
"1954",37187,"Washington",2000,"Suppressed"
"1955",37187,"Washington",2001,"Suppressed"
"1956",37187,"Washington",2002,"Suppressed"
"1957",37187,"Washington",2003,"Suppressed"
"1958",37187,"Washington",2004,"Suppressed"
"1959",37187,"Washington",2005,"Suppressed"
"1960",37187,"Washington",2006,"Suppressed"
"1961",37187,"Washington",2007,"Suppressed"
"1962",37187,"Washington",2008,"Suppressed"
"1963",37187,"Washington",2009,"Suppressed"
"1964",37187,"Washington",2010,"Suppressed"
"1965",37187,"Washington",2011,"Suppressed"
"1966",37187,"Washington",2012,"Suppressed"
"1967",37187,"Washington",2013,"75.3"
"1968",37187,"Washington",2014,"Suppressed"
"1969",37187,"Washington",2015,"Suppressed"
"1970",37187,"Washington",2016,"76.7"
"1971",37187,"Washington",2017,"Suppressed"
"1972",37187,"Washington",2018,"Suppressed"
"1973",37187,"Washington",2019,"68.1"
"1974",37187,"Washington",2020,"80.8"
"1975",37189,"Watauga",2000,"75.7"
"1976",37189,"Watauga",2001,"54.2"
"1977",37189,"Watauga",2002,"79.8"
"1978",37189,"Watauga",2003,"69.5"
"1979",37189,"Watauga",2004,"74.7"
"1980",37189,"Watauga",2005,"74.5"
"1981",37189,"Watauga",2006,"50.9"
"1982",37189,"Watauga",2007,"41.2"
"1983",37189,"Watauga",2008,"80.8"
"1984",37189,"Watauga",2009,"49.8"
"1985",37189,"Watauga",2010,"60.2"
"1986",37189,"Watauga",2011,"61.6"
"1987",37189,"Watauga",2012,"60.4"
"1988",37189,"Watauga",2013,"59.8"
"1989",37189,"Watauga",2014,"61.0"
"1990",37189,"Watauga",2015,"64.5"
"1991",37189,"Watauga",2016,"53.8"
"1992",37189,"Watauga",2017,"41.7"
"1993",37189,"Watauga",2018,"50.4"
"1994",37189,"Watauga",2019,"64.6"
"1995",37189,"Watauga",2020,"70.7"
"1996",37191,"Wayne",2000,"78.2"
"1997",37191,"Wayne",2001,"75.5"
"1998",37191,"Wayne",2002,"79.0"
"1999",37191,"Wayne",2003,"67.1"
"2000",37191,"Wayne",2004,"79.8"
"2001",37191,"Wayne",2005,"70.0"
"2002",37191,"Wayne",2006,"62.7"
"2003",37191,"Wayne",2007,"50.4"
"2004",37191,"Wayne",2008,"63.7"
"2005",37191,"Wayne",2009,"42.3"
"2006",37191,"Wayne",2010,"59.2"
"2007",37191,"Wayne",2011,"56.3"
"2008",37191,"Wayne",2012,"71.6"
"2009",37191,"Wayne",2013,"59.0"
"2010",37191,"Wayne",2014,"63.2"
"2011",37191,"Wayne",2015,"72.2"
"2012",37191,"Wayne",2016,"78.5"
"2013",37191,"Wayne",2017,"89.9"
"2014",37191,"Wayne",2018,"80.7"
"2015",37191,"Wayne",2019,"59.5"
"2016",37191,"Wayne",2020,"74.5"
"2017",37193,"Wilkes",2000,"95.1"
"2018",37193,"Wilkes",2001,"48.0"
"2019",37193,"Wilkes",2002,"66.9"
"2020",37193,"Wilkes",2003,"79.2"
"2021",37193,"Wilkes",2004,"68.1"
"2022",37193,"Wilkes",2005,"69.9"
"2023",37193,"Wilkes",2006,"96.6"
"2024",37193,"Wilkes",2007,"87.1"
"2025",37193,"Wilkes",2008,"75.8"
"2026",37193,"Wilkes",2009,"70.0"
"2027",37193,"Wilkes",2010,"78.8"
"2028",37193,"Wilkes",2011,"84.9"
"2029",37193,"Wilkes",2012,"65.8"
"2030",37193,"Wilkes",2013,"104.4"
"2031",37193,"Wilkes",2014,"91.7"
"2032",37193,"Wilkes",2015,"88.6"
"2033",37193,"Wilkes",2016,"95.8"
"2034",37193,"Wilkes",2017,"110.7"
"2035",37193,"Wilkes",2018,"86.9"
"2036",37193,"Wilkes",2019,"125.5"
"2037",37193,"Wilkes",2020,"97.7"
"2038",37195,"Wilson",2000,"67.6"
"2039",37195,"Wilson",2001,"53.6"
"2040",37195,"Wilson",2002,"65.7"
"2041",37195,"Wilson",2003,"50.0"
"2042",37195,"Wilson",2004,"37.5"
"2043",37195,"Wilson",2005,"60.8"
"2044",37195,"Wilson",2006,"70.2"
"2045",37195,"Wilson",2007,"79.6"
"2046",37195,"Wilson",2008,"57.1"
"2047",37195,"Wilson",2009,"61.1"
"2048",37195,"Wilson",2010,"62.6"
"2049",37195,"Wilson",2011,"47.9"
"2050",37195,"Wilson",2012,"58.9"
"2051",37195,"Wilson",2013,"58.0"
"2052",37195,"Wilson",2014,"44.3"
"2053",37195,"Wilson",2015,"44.3"
"2054",37195,"Wilson",2016,"60.1"
"2055",37195,"Wilson",2017,"64.2"
"2056",37195,"Wilson",2018,"76.4"
"2057",37195,"Wilson",2019,"69.3"
"2058",37195,"Wilson",2020,"50.6"
"2059",37197,"Yadkin",2000,"55.1"
"2060",37197,"Yadkin",2001,"63.8"
"2061",37197,"Yadkin",2002,"60.4"
"2062",37197,"Yadkin",2003,"98.4"
"2063",37197,"Yadkin",2004,"65.5"
"2064",37197,"Yadkin",2005,"97.4"
"2065",37197,"Yadkin",2006,"106.6"
"2066",37197,"Yadkin",2007,"119.6"
"2067",37197,"Yadkin",2008,"61.9"
"2068",37197,"Yadkin",2009,"104.2"
"2069",37197,"Yadkin",2010,"110.8"
"2070",37197,"Yadkin",2011,"72.5"
"2071",37197,"Yadkin",2012,"83.3"
"2072",37197,"Yadkin",2013,"105.9"
"2073",37197,"Yadkin",2014,"80.1"
"2074",37197,"Yadkin",2015,"76.1"
"2075",37197,"Yadkin",2016,"70.2"
"2076",37197,"Yadkin",2017,"135.7"
"2077",37197,"Yadkin",2018,"80.1"
"2078",37197,"Yadkin",2019,"84.3"
"2079",37197,"Yadkin",2020,"78.6"
"2080",37199,"Yancey",2000,"61.6"
"2081",37199,"Yancey",2001,"Suppressed"
"2082",37199,"Yancey",2002,"94.8"
"2083",37199,"Yancey",2003,"78.4"
"2084",37199,"Yancey",2004,"68.8"
"2085",37199,"Yancey",2005,"98.1"
"2086",37199,"Yancey",2006,"93.9"
"2087",37199,"Yancey",2007,"85.4"
"2088",37199,"Yancey",2008,"73.9"
"2089",37199,"Yancey",2009,"76.0"
"2090",37199,"Yancey",2010,"85.2"
"2091",37199,"Yancey",2011,"110.9"
"2092",37199,"Yancey",2012,"86.2"
"2093",37199,"Yancey",2013,"101.1"
"2094",37199,"Yancey",2014,"88.1"
"2095",37199,"Yancey",2015,"55.8"
"2096",37199,"Yancey",2016,"132.1"
"2097",37199,"Yancey",2017,"94.1"
"2098",37199,"Yancey",2018,"75.0"
"2099",37199,"Yancey",2019,"88.7"
"2100",37199,"Yancey",2020,"53.4"
